End Time_D&T,Volume,Cost,Price,Trade Hours Duration
2020-05-22,-1600.0,31894.7,-9.1025,1.0
2020-05-23,64.4,101699.74,-33.67333333333333,1.4
2020-05-24,-4450.0,342395.8,-74.2741304347826,1.0
2020-05-25,-32900.0,-112128.31,3.5254661016949154,1.0
2020-05-26,0.0,0.0,,
2020-05-27,0.0,0.0,,
2020-05-28,0.0,0.0,,
2020-05-29,-4300.0,-39864.08,9.563076923076922,1.0
2020-05-30,-24560.0,10562.61,-0.10062499999999996,1.0
2020-05-31,-20400.0,184012.17,-10.231525423728813,1.0
2020-06-01,-3900.0,-13043.1,2.3453846153846154,1.0
2020-06-02,1775.0,100858.99,56.27439999999999,1.0
2020-06-03,0.0,0.0,,
2020-06-04,-2100.0,-23698.2,11.352272727272727,1.0
2020-06-05,-5600.0,-24575.24,10.679326923076925,1.0
2020-06-06,-18865.0,138772.8,-5.785195530726257,1.0
2020-06-07,-20336.0,-146695.125,7.6211875000000004,1.0
2020-06-08,0.0,0.0,,
2020-06-09,380.0,16703.2,45.1775,1.0
2020-06-10,0.0,0.0,,
2020-06-11,-2900.0,-45415.51,15.533191489361704,1.0
2020-06-12,-10100.0,-125913.32,12.227272727272727,1.0
2020-06-13,-7400.0,-103557.65,14.038055555555555,1.0
2020-06-14,0.0,0.0,,
2020-06-15,325.0,12130.16,37.3475,1.0
2020-06-16,2700.0,103792.6,38.8052,1.0
2020-06-17,600.0,24372.6,40.67857142857143,1.0
2020-06-18,0.0,0.0,,
2020-06-19,800.0,25590.1,31.811,1.0
2020-06-20,-12592.0,-21254.020000000004,15.588305084745762,1.2203389830508475
2020-06-21,-7500.0,-78525.44,10.608769230769232,1.0
2020-06-22,1500.0,51234.020000000004,34.12642857142857,1.0
2020-06-23,8635.0,309967.75,35.99589743589743,1.0
2020-06-24,0.0,0.0,,
2020-06-25,400.0,16399.0,41.125,1.0
2020-06-26,0.0,0.0,,
2020-06-27,0.0,0.0,,
2020-06-28,-4128.0,67066.13,-20.147796610169493,1.0
2020-06-29,-1554.0,31039.63,-3.8914705882352942,1.0
