Trade ID,Start Time,End Time,Volume,Price,Cost,SO Flag
ES00109943,2021-04-02T04:00:00Z,2021-04-02T05:00:00Z,-25,40.38,-1009.5,T
ES00109944,2021-04-02T04:00:00Z,2021-04-02T05:00:00Z,-100,40.24,-4024,T
ES00109945,2021-04-02T05:00:00Z,2021-04-02T06:00:00Z,-100,47.12,-4712,T
ES00109946,2021-04-01T21:00:00Z,2021-04-01T22:00:00Z,-75,40,-3000,T
ES00109947,2021-04-01T22:00:00Z,2021-04-01T23:00:00Z,-75,43.62,-3271.5,T
ES00109948,2021-04-01T22:00:00Z,2021-04-01T23:00:00Z,-55,42.98,-2363.9,T
ES00109949,2021-04-01T22:00:00Z,2021-04-01T23:00:00Z,-20,42.43,-848.6,T
ES00109950,2021-04-01T23:00:00Z,2021-04-02T00:00:00Z,-75,39.94,-2995.5,T
ES00109951,2021-04-01T23:00:00Z,2021-04-02T00:00:00Z,-55,39.56,-2175.8,T
ES00109952,2021-04-01T23:00:00Z,2021-04-02T00:00:00Z,-25,38.72,-968,T
ES00109953,2021-04-01T23:00:00Z,2021-04-02T00:00:00Z,-70,38.45,-2691.5,T
ES00109954,2021-04-02T00:00:00Z,2021-04-02T01:00:00Z,-75,37.75,-2831.25,T
ES00109955,2021-04-02T00:00:00Z,2021-04-02T01:00:00Z,-75,37.41,-2805.75,T
ES00109956,2021-04-02T00:00:00Z,2021-04-02T01:00:00Z,-75,36.71,-2753.25,T
ES00109957,2021-04-02T01:00:00Z,2021-04-02T02:00:00Z,-75,34.94,-2620.5,T
ES00109958,2021-04-02T01:00:00Z,2021-04-02T02:00:00Z,-75,34.6,-2595,T
ES00109959,2021-04-02T01:00:00Z,2021-04-02T02:00:00Z,-75,33.99,-2549.25,T
ES00109960,2021-04-02T02:00:00Z,2021-04-02T03:00:00Z,-75,35.16,-2637,T
ES00109961,2021-04-02T02:00:00Z,2021-04-02T03:00:00Z,-75,34.82,-2611.5,T
ES00109962,2021-04-02T02:00:00Z,2021-04-02T03:00:00Z,-75,34.2,-2565,T
ES00109963,2021-04-02T03:00:00Z,2021-04-02T04:00:00Z,-75,37.9,-2842.5,T
ES00109964,2021-04-02T03:00:00Z,2021-04-02T04:00:00Z,-75,37.55,-2816.25,T
ES00109965,2021-04-02T03:00:00Z,2021-04-02T04:00:00Z,-75,36.86,-2764.5,T
ES00109966,2021-04-02T04:00:00Z,2021-04-02T05:00:00Z,-100,43.3,-4330,T
ES00109967,2021-04-02T04:00:00Z,2021-04-02T05:00:00Z,-95,42.96,-4081.2,T
ES00109968,2021-04-02T04:00:00Z,2021-04-02T05:00:00Z,-30,42.11,-1263.3,T
ES00109969,2021-04-02T05:00:00Z,2021-04-02T06:00:00Z,-50,48,-2400,T
ES00109970,2021-04-02T05:00:00Z,2021-04-02T06:00:00Z,-50,47.66,-2383,T
ES00109971,2021-04-02T00:00:00Z,2021-04-02T01:00:00Z,-20,34.73,-694.6,T
ES00109972,2021-04-02T01:00:00Z,2021-04-02T02:00:00Z,-20,33.08,-661.6,T
ES00109973,2021-04-02T02:00:00Z,2021-04-02T03:00:00Z,-20,33.9,-678,T
ES00109974,2021-04-02T03:00:00Z,2021-04-02T04:00:00Z,-20,36.39,-727.8,T
ES00109975,2021-04-02T04:00:00Z,2021-04-02T05:00:00Z,-20,40.52,-810.4,T
ES00109976,2021-04-02T05:00:00Z,2021-04-02T06:00:00Z,-20,45.56,-911.2,T
ES00109977,2021-04-02T05:00:00Z,2021-04-02T06:00:00Z,-40,45.01,-1800.4,T
ES00109978,2021-04-02T05:00:00Z,2021-04-02T06:00:00Z,-20,44.17,-883.4,T
ES00109979,2021-04-02T11:00:00Z,2021-04-02T12:00:00Z,-150,24.13,-3619.5,T
ES00109980,2021-04-02T12:00:00Z,2021-04-02T13:00:00Z,-100,10.22,-1022,T
ES00109981,2021-04-02T12:00:00Z,2021-04-02T13:00:00Z,-50,9.15,-457.5,T
ES00109982,2021-04-02T13:00:00Z,2021-04-02T14:00:00Z,-100,5.6,-560,T
ES00109983,2021-04-02T13:00:00Z,2021-04-02T14:00:00Z,-50,5.07,-253.5,T
ES00109984,2021-04-02T14:00:00Z,2021-04-02T15:00:00Z,-100,9.6,-960,T
ES00109985,2021-04-02T14:00:00Z,2021-04-02T15:00:00Z,-50,8,-400,T
ES00109986,2021-04-02T15:00:00Z,2021-04-02T16:00:00Z,-50,23.29,-1164.5,T
ES00109987,2021-04-02T11:00:00Z,2021-04-02T12:00:00Z,-25,48.91,-1222.75,T
ES00109988,2021-04-02T11:00:00Z,2021-04-02T12:00:00Z,-50,43.36,-2168,T
ES00109989,2021-04-02T12:00:00Z,2021-04-02T13:00:00Z,-25,48.99,-1224.75,T
ES00109990,2021-04-02T12:00:00Z,2021-04-02T13:00:00Z,-25,45,-1125,T
ES00109991,2021-04-02T12:00:00Z,2021-04-02T13:00:00Z,-25,39.99,-999.75,T
ES00109992,2021-04-02T13:00:00Z,2021-04-02T14:00:00Z,-50,42,-2100,T
ES00109993,2021-04-02T13:00:00Z,2021-04-02T14:00:00Z,-25,35.64,-891,T
ES00109994,2021-04-02T14:00:00Z,2021-04-02T15:00:00Z,-25,10.19,-254.75,T
ES00109995,2021-04-02T14:00:00Z,2021-04-02T15:00:00Z,-50,8.41,-420.5,T
ES00109996,2021-04-02T15:00:00Z,2021-04-02T16:00:00Z,-45,20.23,-910.35,T
ES00109997,2021-04-02T11:00:00Z,2021-04-02T12:00:00Z,-75,22.87,-1715.25,T
ES00109998,2021-04-02T12:00:00Z,2021-04-02T13:00:00Z,-75,10.8,-810,T
ES00109999,2021-04-02T13:00:00Z,2021-04-02T14:00:00Z,-50,6,-300,T
ES00110000,2021-04-02T13:00:00Z,2021-04-02T14:00:00Z,-25,3.66,-91.5,T
ES00110001,2021-04-02T14:00:00Z,2021-04-02T15:00:00Z,-75,10.56,-792,T
ES00110002,2021-04-02T15:00:00Z,2021-04-02T16:00:00Z,-25,21.51,-537.75,T
ES00110003,2021-04-02T11:30:00Z,2021-04-02T16:00:00Z,-1008,6,-6048,T
ES00110004,2021-04-02T22:00:00Z,2021-04-02T23:00:00Z,-35,35.74,-1250.9,T
ES00110005,2021-04-02T22:00:00Z,2021-04-02T23:00:00Z,-65,35.24,-2290.6,T
ES00110006,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-35,31.52,-1103.2,T
ES00110007,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-65,30.97,-2013.05,T
ES00110008,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-25,30.34,-758.5,T
ES00110009,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-100,30.33,-3033,T
ES00110010,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-75,30.29,-2271.75,T
ES00110011,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-35,30.34,-1061.9,T
ES00110012,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-100,30.04,-3004,T
ES00110013,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-25,29.6,-740,T
ES00110014,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-100,29.55,-2955,T
ES00110015,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-100,29.2,-2920,T
ES00110016,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-40,29.14,-1165.6,T
ES00110017,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-35,30.1,-1053.5,T
ES00110018,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-100,29.8,-2980,T
ES00110019,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-25,29.37,-734.25,T
ES00110020,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-100,29.32,-2932,T
ES00110021,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-51,28.9,-1473.9,T
ES00110022,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-75,28.8,-2160,T
ES00110023,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-14,28.51,-399.14,T
ES00110024,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-32,30.24,-967.68,T
ES00110025,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-125,29.93,-3741.25,T
ES00110026,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-100,29.22,-2922,T
ES00110027,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-25,28.83,-720.75,T
ES00110028,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-51,28.79,-1468.29,T
ES00110029,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-67,28.4,-1902.8,T
ES00110030,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-10,30.74,-307.4,T
ES00110031,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-125,30.42,-3802.5,T
ES00110032,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-100,29.5,-2950,T
ES00110033,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-25,29.32,-733,T
ES00110034,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-100,28.4,-2840,T
ES00110035,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-40,28.34,-1133.6,T
ES00110036,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-10,32.8,-328,T
ES00110037,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-135,32.37,-4369.95,T
ES00110038,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-25,31.76,-794,T
ES00110039,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-100,31.65,-3165,T
ES00110040,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-51,31.34,-1598.34,T
ES00110041,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-79,31.26,-2469.54,T
ES00110042,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-35,34.42,-1204.7,T
ES00110043,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-135,34,-4590,T
ES00110044,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-25,33.36,-834,T
ES00110045,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-100,33.27,-3327,T
ES00110046,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-51,32.96,-1680.96,T
ES00110047,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-25,32.5,-812.5,T
ES00110048,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-29,32.5,-942.5,T
ES00110049,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-35,37.46,-1311.1,T
ES00110050,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-65,36.71,-2386.15,T
ES00110051,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-25,36.59,-914.75,T
ES00110052,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-51,36.24,-1848.24,T
ES00110053,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-100,35.8,-3580,T
ES00110054,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-24,35.74,-857.76,T
ES00110055,2021-04-03T07:00:00Z,2021-04-03T08:00:00Z,-25,37.64,-941,T
ES00110056,2021-04-03T07:00:00Z,2021-04-03T08:00:00Z,-75,37.5,-2812.5,T
ES00110057,2021-04-02T22:00:00Z,2021-04-02T23:00:00Z,-50,35.31,-1765.5,T
ES00110058,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-25,31.45,-786.25,T
ES00110059,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-35,31.01,-1085.35,T
ES00110060,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-75,30.5,-2287.5,T
ES00110061,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-15,29.5,-442.5,T
ES00110062,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-25,30.66,-766.5,T
ES00110063,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-35,29.78,-1042.3,T
ES00110064,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-100,29.45,-2945,T
ES00110065,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-25,28.74,-718.5,T
ES00110066,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-15,28.6,-429,T
ES00110067,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-25,30.41,-760.25,T
ES00110068,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-35,29.55,-1034.25,T
ES00110069,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-100,29.21,-2921,T
ES00110070,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-25,28.5,-712.5,T
ES00110071,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-15,28.36,-425.4,T
ES00110072,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-25,30.3,-757.5,T
ES00110073,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-25,27.6,-690,T
ES00110074,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-25,24,-600,T
ES00110075,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-125,21.25,-2656.25,T
ES00110076,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-25,30.81,-770.25,T
ES00110077,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-25,28.11,-702.75,T
ES00110078,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-25,24.51,-612.75,T
ES00110079,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-125,21.25,-2656.25,T
ES00110080,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-25,32.97,-824.25,T
ES00110081,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-25,30.9,-772.5,T
ES00110082,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-25,30.27,-756.75,T
ES00110083,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-25,30.04,-751,T
ES00110084,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-50,29.44,-1472,T
ES00110085,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-30,28.76,-862.8,T
ES00110086,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-20,28.69,-573.8,T
ES00110087,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-25,32.49,-812.25,T
ES00110088,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-25,31.63,-790.75,T
ES00110089,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-50,31.06,-1553,T
ES00110090,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-25,31.06,-776.5,T
ES00110091,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-30,30.35,-910.5,T
ES00110092,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-45,30.31,-1363.95,T
ES00110093,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-25,34.51,-862.75,T
ES00110094,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-25,31.81,-795.25,T
ES00110095,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-100,28.05,-2805,T
ES00110096,2021-04-03T07:00:00Z,2021-04-03T08:00:00Z,-25,36.77,-919.25,T
ES00110097,2021-04-03T07:00:00Z,2021-04-03T08:00:00Z,-25,35.91,-897.75,T
ES00110098,2021-04-02T22:00:00Z,2021-04-02T23:00:00Z,-35,35.74,-1250.9,T
ES00110099,2021-04-02T22:00:00Z,2021-04-02T23:00:00Z,-15,35.24,-528.6,T
ES00110100,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-50,31.58,-1579,T
ES00110101,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-75,31.39,-2354.25,T
ES00110102,2021-04-02T23:00:00Z,2021-04-03T00:00:00Z,-25,30.39,-759.75,T
ES00110103,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-50,30.81,-1540.5,T
ES00110104,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-70,30.18,-2112.6,T
ES00110105,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-60,29.66,-1779.6,T
ES00110106,2021-04-03T00:00:00Z,2021-04-03T01:00:00Z,-20,29.4,-588,T
ES00110107,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-50,30.56,-1528,T
ES00110108,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-60,29.42,-1765.2,T
ES00110109,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-25,29.17,-729.25,T
ES00110110,2021-04-03T01:00:00Z,2021-04-03T02:00:00Z,-65,29.14,-1894.1,T
ES00110111,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-50,30.45,-1522.5,T
ES00110112,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-35,30.07,-1052.45,T
ES00110113,2021-04-03T02:00:00Z,2021-04-03T03:00:00Z,-115,29.56,-3399.4,T
ES00110114,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-50,30.95,-1547.5,T
ES00110115,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-35,30.56,-1069.6,T
ES00110116,2021-04-03T03:00:00Z,2021-04-03T04:00:00Z,-115,30.06,-3456.9,T
ES00110117,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-50,33.06,-1653,T
ES00110118,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-35,32.62,-1141.7,T
ES00110119,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-70,32.12,-2248.4,T
ES00110120,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-25,31.56,-789,T
ES00110121,2021-04-03T04:00:00Z,2021-04-03T05:00:00Z,-20,31.12,-622.4,T
ES00110122,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-50,34.72,-1736,T
ES00110123,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-70,34.24,-2396.8,T
ES00110124,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-70,33.74,-2361.8,T
ES00110125,2021-04-03T05:00:00Z,2021-04-03T06:00:00Z,-10,33.14,-331.4,T
ES00110126,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-50,38.08,-1904,T
ES00110127,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-35,37.23,-1303.05,T
ES00110128,2021-04-03T06:00:00Z,2021-04-03T07:00:00Z,-56,36.75,-2058,T
ES00110129,2021-04-03T07:00:00Z,2021-04-03T08:00:00Z,-49,39.16,-1918.84,T
ES00110130,2021-04-02T22:00:00Z,2021-04-03T05:30:00Z,2250,95,213750,T
ES00110131,2021-04-02T22:00:00Z,2021-04-03T07:00:00Z,1215,95.75,116336.25,T
ES00110132,2021-04-02T22:00:00Z,2021-04-03T06:00:00Z,1408,76,107008,T
ES00110133,2021-04-02T21:00:00Z,2021-04-03T12:00:00Z,-3675,6,-22050,T
ES00110134,2021-04-02T23:00:00Z,2021-04-03T09:00:00Z,-3870,8.5,-32895,T
